begin_wait, 1649846685.540613
reading_video, 1649846715.92921
resizing_video, 1649846716.2994955
loading_model, 1649846721.6301873
extracting_key_points, 1649846731.0100255
save_key_points, 1649846734.8781145
end, 1649846735.124098
